,OID_,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrassenzustand,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,PLST
126447,126448,12230602732103281430,12,0,54,0,2023,6,17,6,2,5,3,0,0,1,1,0,0,0,0,"771882,599200000055134","5815702,492799999192357",12.999084078000067,52.42380975400005,1
126500,126501,12230529732109335740,12,0,54,0,2023,5,12,2,3,3,1,0,0,1,0,0,0,0,1,"776446,631299999542534","5812454,643100000917912",13.063352245000033,52.39239714900003,1
126523,126524,12230527732100263430,12,0,54,0,2023,5,17,7,3,4,6,0,0,1,0,0,0,0,0,"777075,793999999761581","5813425,493699999526143",13.073377567000023,52.400785487000064,1
126582,126583,12230521732107252640,12,0,54,0,2023,5,14,1,3,6,7,0,0,1,0,1,0,0,0,"775306,125300000421703","5813324,610700000077486",13.047348878000037,52.400773351000055,1
126659,126660,12230515732122240650,12,0,54,0,2023,5,21,2,3,5,2,1,1,1,1,0,0,0,0,"777944,715800000354648","5812633,522099999710917",13.085459624000066,52.39324315700003,1
126660,126661,12230515732111240510,12,0,54,0,2023,5,15,2,2,5,3,0,0,1,1,0,0,0,0,"776845,084900000132620","5813578,461899999529123",13.070121571000072,52.402273938000064,1
126865,126866,12230426732108197430,12,0,54,0,2023,4,17,4,3,6,4,0,0,1,0,1,0,0,0,"773682,656799999997020","5811398,058499999344349",13.021972442000049,52.38430948100006,1
126897,126898,12230422732110188490,12,0,54,0,2023,4,10,7,3,5,2,0,0,1,1,0,0,0,0,"775662,738800000399351","5813569,514000000432134",13.05277889000007,52.40279020200006,1
126923,126924,12230420732108171540,12,0,54,0,2023,4,7,5,3,5,2,0,0,1,1,0,0,0,0,"773459,609000000171363","5811125,061799999326468",13.018480687000022,52.38197254500005,1
127113,127114,12230331732100143880,12,0,54,0,2023,3,14,6,3,5,3,0,1,1,0,0,0,0,1,"779009,612900000065565","5808984,945599999278784",13.098034078000069,52.35998368400004,1
127183,127184,12230324732112131660,12,0,54,0,2023,3,18,6,3,5,3,1,0,1,1,0,0,0,0,"776246,769500000402331","5812109,828600000590086",13.060138365000057,52.389405760000045,1
127246,127247,12230316732108116230,12,0,54,0,2023,3,16,5,3,5,3,0,0,1,1,0,0,0,0,"772836,697100000455976","5810460,889399999752641",13.008811027000036,52.37632652000008,1
127298,127299,12230421732104187120,12,0,54,0,2023,4,16,6,3,6,7,0,0,1,0,1,0,0,0,"775432,008399999700487","5817131,806399999186397",13.052328336000073,52.43485236400005,1
127420,127421,12230526732109269690,12,0,54,0,2023,5,13,6,3,5,3,0,0,1,1,0,0,0,0,"775381,244599999859929","5812812,616299999877810",13.048029350000036,52.39614406700008,1
127548,127549,12230215732107052010,12,0,54,0,2023,2,8,4,2,3,6,0,0,1,0,0,0,0,0,"774948,461799999698997","5813619,184900000691414",13.042346812000062,52.40359477900006,1
127611,127612,12230209732130052860,12,0,54,0,2023,2,7,5,3,0,2,1,0,1,1,0,0,0,0,"777813,738699999637902","5812457,127199999988079",13.08339348900006,52.391727779000064,1
127689,127690,12230201732107037070,12,0,54,0,2023,2,16,4,3,0,1,2,1,1,0,0,0,0,0,"775276,865000000223517","5813411,717800000682473",13.046991470000023,52.401569229000074,1
127710,127711,12230130732103029580,12,0,54,0,2023,1,6,2,3,5,3,2,1,1,0,0,0,0,1,"772076,989799999631941","5816111,618799999356270",13.002268593000053,52.427382314000056,1
127762,127763,12230123732109022240,12,0,54,0,2023,1,15,2,2,3,6,0,0,1,0,0,0,1,0,"775392,044200000353158","5812810,730599999427795",13.048186122000061,52.39612172600005,1
127773,127774,12230121732100019300,12,0,54,0,2023,1,10,7,3,5,2,0,0,1,1,0,0,0,0,"775070,075000000186265","5812873,390799999237061",13.043517509000026,52.396845460000065,1
127818,127819,12230117732112011890,12,0,54,0,2023,1,15,3,3,6,4,0,0,1,0,1,0,0,0,"776002,476800000295043","5811669,225999999791384",13.056194861000051,52.38557764800004,1
127832,127833,12230116732109009620,12,0,54,0,2023,1,20,2,3,0,1,2,0,1,0,0,0,0,0,"775337,694400000385940","5812820,220399999991059",13.047397157000034,52.39623415600005,1
127854,127855,12230504732110213160,12,0,54,0,2023,5,7,5,3,5,3,0,0,1,1,0,0,0,0,"775412,171099999919534","5813469,084100000560284",13.04902245900007,52.40201564700004,1
127863,127864,12230113732109992730,12,0,54,0,2023,1,12,6,3,5,3,0,0,1,1,0,0,0,0,"774623,423600000329316","5812452,599700000137091",13.036624563000032,52.393295943000055,1
127929,127930,12230106732109990870,12,0,54,0,2023,1,11,6,3,5,2,0,0,1,1,0,0,0,0,"774840,873200000263751","5812669,931800000369549",13.039990447000037,52.39513591000008,1
128188,128189,12230510732109241750,12,0,54,0,2023,5,10,4,3,0,1,0,0,1,0,0,0,0,0,"776491,813000000081956","5812316,866499999538064",13.063900864000061,52.39113880100007,1
128383,128384,12230530732103270230,12,0,54,0,2023,5,10,3,3,5,3,0,0,1,1,0,0,0,0,"773606,648400000296533","5814896,663200000301003",13.023716208000053,52.41572355900007,1
128719,128720,12230504732103209120,12,0,54,0,2023,5,14,5,3,0,7,0,0,1,0,0,0,0,0,"771927,755400000140071","5815773,994400000199676",12.999804647000076,52.424428567000064,1
128787,128788,12230524732112253200,12,0,54,0,2023,5,7,4,2,3,2,0,0,1,0,0,0,0,0,"777041,752500000409782","5811796,593800000846386",13.071531776000029,52.38619532800004,1
129312,129313,12230531732103271710,12,0,54,0,2023,5,9,4,3,5,2,0,0,1,1,0,0,0,0,"773591,823200000450015","5814904,402899999171495",13.023505097000054,52.415800381000054,1
129417,129418,12230517732103245110,12,0,54,0,2023,5,15,4,3,5,3,0,0,1,1,0,0,0,0,"774173,931200000457466","5814537,629100000485778",13.031742268000073,52.41221983400004,1
129470,129471,12230505732112507750,12,0,54,0,2023,5,9,6,3,1,6,0,0,1,1,0,0,0,0,"776233,580199999734759","5812083,255400000140071",13.059923143000049,52.38917410800008,1
129508,129509,12230302732103091990,12,0,54,0,2023,3,16,5,3,5,2,0,0,1,1,0,0,0,0,"773589,184500000439584","5814905,780400000512600",13.023467522000033,52.415814054000066,1
131169,131170,12231222732109703860,12,0,54,0,2023,12,12,6,3,0,7,0,0,1,0,0,0,0,0,"775122,814600000157952","5812861,085500000044703",13.044280578000041,52.39670861500008,1
131236,131237,12231214732105691810,12,0,54,0,2023,12,8,5,3,5,3,0,1,1,1,0,0,0,0,"775700,064000000245869","5815695,515799999237061",13.05507727500003,52.42183698700006,1
131267,131268,12231211732106685210,12,0,54,0,2023,12,15,2,3,9,1,0,1,1,0,0,0,0,0,"770109,713999999687076","5815633,702299999073148",12.973019689000068,52.42407091500007,1
131310,131311,12231206732109668760,12,0,54,0,2023,12,15,4,3,0,1,0,1,1,0,0,0,0,0,"775411,725399999879301","5812807,532999999821186",13.048472017000051,52.39608315400005,1
131343,131344,12231202732105666950,12,0,54,0,2023,12,17,7,3,5,3,2,1,1,1,0,0,0,0,"777163,677699999883771","5814191,213999999687076",13.075299769000026,52.40760767800003,1
131363,131364,12231130732107656900,12,0,54,0,2023,11,11,5,3,5,3,0,0,1,1,0,0,0,0,"775176,509700000286102","5813006,322399999946356",13.045187052000074,52.39798411400005,1
131373,131374,12231129732112655200,12,0,54,0,2023,11,14,4,3,0,1,0,1,1,0,0,0,0,0,"776512,204099999740720","5812253,203099999576807",13.06414723000006,52.39055759200005,1
131457,131458,12231123732107637040,12,0,54,0,2023,11,15,5,3,0,1,0,1,1,0,0,0,0,0,"775174,538599999621511","5813498,958799999207258",13.045562864000033,52.40240303100006,1
131503,131504,12231120732110631900,12,0,54,0,2023,11,14,2,3,5,2,0,1,1,0,0,0,0,1,"775662,803999999538064","5813570,172599999234080",13.05278038800003,52.402796075000026,1
131564,131565,12231115732130622360,12,0,54,0,2023,11,17,4,3,5,2,2,1,1,1,0,0,0,0,"777812,740299999713898","5812455,853099999949336",13.083377799000061,52.39171686000003,1
131647,131648,12231108732103608160,12,0,54,0,2023,11,19,4,3,0,1,2,1,1,0,0,0,0,0,"774018,062500000000000","5814672,994400000199676",13.029567186000065,52.413511853000045,1
131689,131690,12231104732108598860,12,0,54,0,2023,11,17,7,3,5,2,2,0,1,1,0,0,0,0,"774403,896499999798834","5812233,273399999365211",13.033226873000046,52.39143903000007,1
131694,131695,12231103732104596600,12,0,54,0,2023,11,8,6,3,9,1,0,1,1,0,0,0,0,0,"775763,520999999716878","5815350,376800000667572",13.055723602000057,52.41870988100004,1
131718,131719,12231101732109592820,12,0,54,0,2023,11,7,4,3,5,3,0,0,1,0,0,0,0,0,"775971,239400000311434","5812722,706399999558926",13.056604489000051,52.395040805000065,1
131719,131720,12231101732108593330,12,0,54,0,2023,11,16,4,3,0,6,0,0,1,0,0,0,0,0,"774401,717199999839067","5812231,177899999544024",13.033193212000072,52.39142132900008,1
131812,131813,12231227732130715720,12,0,54,0,2023,12,10,4,3,0,7,0,0,1,0,0,0,0,0,"776541,098600000143051","5812262,974300000816584",13.064578822000044,52.39063063200007,1
131928,131929,12231012732107545360,12,0,54,0,2023,10,7,5,3,5,3,0,1,1,1,0,0,0,0,"775338,043100000359118","5813231,944599999114871",13.047740666000038,52.39992628300007,1
131958,131959,12231010732102545320,12,0,54,0,2023,10,15,3,3,5,3,0,0,1,1,0,0,0,0,"775209,955000000074506","5817656,717800000682473",13.04950242800004,52.43967145800008,1
132037,132038,12231003732109533020,12,0,54,0,2023,10,17,3,3,4,6,0,1,1,0,0,0,0,0,"776015,362499999813735","5812716,434100000187755",13.057246140000075,52.39496232300007,1
132054,132055,12231002732107528710,12,0,54,0,2023,10,9,2,3,5,7,0,0,1,1,0,0,0,0,"775279,247499999590218","5813108,638800000771880",13.046777322000025,52.39885004700005,1
132162,132163,12230926732108524140,12,0,54,0,2023,9,9,3,3,0,6,0,0,1,0,0,0,0,0,"773712,128700000233948","5811433,912000000476837",13.02243366600004,52.38461630100005,1
132237,132238,12231106732112601920,12,0,54,0,2023,11,6,2,3,7,7,1,1,1,0,0,0,0,0,"776564,256400000303984","5812200,040599999949336",13.064866332000065,52.39005456900003,1
132272,132273,12230920732107506140,12,0,54,0,2023,9,8,4,3,6,7,0,0,1,0,1,0,0,0,"775328,322800000198185","5813263,759600000455976",13.047624306000046,52.400216484000055,1
132295,132296,12230919732100494110,12,0,54,0,2023,9,12,3,3,5,2,0,0,1,1,0,0,0,0,"774843,193400000222027","5812672,076600000262260",13.040026219000026,52.39515398000003,1
132344,132345,12230916732109498500,12,0,54,0,2023,9,15,7,3,3,6,0,0,1,1,0,0,0,0,"775365,061999999918044","5812815,441899999976158",13.04779443700005,52.39617754300008,1
132346,132347,12230916732105498830,12,0,54,0,2023,9,17,7,3,5,3,0,0,1,1,0,0,0,0,"777813,592000000178814","5814753,478800000622869",13.085296106000044,52.412320359000034,1
132369,132370,12230915732105496530,12,0,54,0,2023,9,10,6,3,5,2,0,0,1,1,0,0,0,0,"777323,030299999751151","5814349,525800000876188",13.077767516000051,52.408946650000075,1
132463,132464,12230910732112472350,12,0,54,0,2023,9,13,1,3,4,6,0,0,1,1,0,1,0,0,"776486,842899999581277","5811786,588300000876188",13.063390598000069,52.38638591300003,1
132541,132542,12230907732100478230,12,0,54,0,2023,9,17,5,3,0,1,0,0,1,0,0,0,0,0,"776382,095300000160933","5812218,353199999779463",13.062211384000022,52.39031072600005,1
132707,132708,12230830732130460590,12,0,54,0,2023,8,15,4,3,5,3,0,0,1,1,0,0,0,0,"777280,190600000321865","5811484,334200000390410",13.074768104000043,52.383274484000026,1
132708,132709,12230830732110463790,12,0,54,0,2023,8,17,4,3,5,2,0,0,1,1,0,0,0,0,"775708,065600000321865","5812761,552699999883771",13.052778473000046,52.39552171300005,1
132940,132941,12230818732109435500,12,0,54,0,2023,8,17,6,3,0,1,0,0,1,0,0,0,0,0,"775740,589200000278652","5812756,765599999576807",13.053251317000047,52.39546241000005,1
132956,132957,12231012732109551120,12,0,54,0,2023,10,9,5,3,5,3,0,1,1,1,0,0,0,0,"776129,696600000374019","5812687,155099999159575",13.058898071000044,52.394642126000065,1
133166,133167,12230808732109416910,12,0,54,0,2023,8,15,3,3,4,2,0,0,1,1,0,0,0,0,"776133,105700000189245","5812685,206199999898672",13.058946440000057,52.39462293000008,1
133167,133168,12230808732105419800,12,0,54,0,2023,8,11,3,3,5,3,0,0,1,1,0,0,0,0,"775700,188099999912083","5815694,469000000506639",13.055078232000028,52.42182753700007,1
133195,133196,12230807732104417490,12,0,54,0,2023,8,6,2,3,4,2,0,0,1,1,0,0,0,0,"775715,197200000286102","5813945,956700000911951",13.053857974000039,52.40613966300003,1
133473,133474,12230723732112389260,12,0,54,0,2023,7,13,1,3,1,6,0,0,1,0,0,0,0,0,"778177,207600000314415","5810584,425200000405312",13.087167446000024,52.37474991100004,1
133537,133538,12231209732103681540,12,0,54,0,2023,12,17,7,3,0,1,2,1,1,0,0,0,0,0,"772702,824199999682605","5815300,096999999135733",13.010788586000047,52.41979276400008,1
133544,133545,12230720732107382090,12,0,54,0,2023,7,8,5,3,3,2,0,0,1,0,0,0,0,1,"775248,301199999637902","5813078,950699999928474",13.046299230000045,52.39859936100004,1
133595,133596,12230718732109378770,12,0,54,0,2023,7,16,3,3,1,6,0,0,1,0,0,0,0,0,"776534,217000000178814","5812269,258799999952316",13.064483138000071,52.390690464000045,1
133619,133620,12230717732112375870,12,0,54,0,2023,7,9,2,3,0,1,0,0,1,0,0,0,0,0,"776434,709800000302494","5812237,492200000211596",13.062998377000042,52.39045581200003,1
133621,133622,12230717732107371280,12,0,54,0,2023,7,6,2,3,3,2,0,0,1,1,0,0,0,0,"774846,616499999538064","5812675,328999999910593",13.040079069000058,52.39518143000004,1
133784,133785,12230711732112352840,12,0,54,0,2023,7,23,3,3,0,1,2,0,1,0,0,0,0,0,"776254,571700000204146","5812120,298299999907613",13.060261354000033,52.389495716000056,1
133786,133787,12230711732108362100,12,0,54,0,2023,7,14,3,3,5,3,0,0,1,0,1,0,0,0,"773716,859400000423193","5811439,645899999886751",13.022507683000072,52.38466536000004,1
133862,133863,12230708732102358590,12,0,54,0,2023,7,9,7,3,4,6,0,0,1,0,0,0,0,0,"775355,285799999721348","5819876,356000000610948",13.053465015000029,52.459503502000075,1
133930,133931,12231020732103588510,12,0,54,0,2023,10,15,6,3,5,2,0,1,1,0,0,0,0,1,"773801,877999999560416","5814794,360400000587106",13.026495903000068,52.41470846300007,1
133946,133947,12230825732112442010,12,0,54,0,2023,8,13,6,3,2,6,0,0,1,0,0,0,0,0,"776442,403900000266731","5812239,980599999427795",13.063113208000061,52.390474245000064,1
133971,133972,12230704732108349450,12,0,54,0,2023,7,13,3,3,0,7,0,0,1,0,0,0,0,0,"774177,430399999953806","5812002,313799999654293",13.029718239000033,52.389481157000034,1
133973,133974,12230704732108341080,12,0,54,0,2023,7,9,3,3,0,6,0,0,1,0,0,0,0,1,"773622,183199999853969","5811323,899499999359250",13.021025590000022,52.38367461000007,1
134009,134010,12230703732107340960,12,0,54,0,2023,7,16,2,3,6,6,0,0,1,0,1,0,0,0,"775328,366600000299513","5813263,624299999326468",13.047624837000058,52.40021524900004,1
134055,134056,12230701732112344270,12,0,54,0,2023,7,23,7,3,3,6,2,0,1,1,0,0,0,0,"775919,555700000375509","5811508,688599999994040",13.054847424000059,52.38417973800006,1
134070,134071,12230630732107336690,12,0,54,0,2023,6,1,6,3,5,3,2,0,1,1,0,0,0,0,"775056,128100000321865","5812879,439600000157952",13.043318011000054,52.39690671000005,1
134090,134091,12230629732109336020,12,0,54,0,2023,6,11,5,3,0,1,0,0,1,0,0,0,0,0,"776125,205000000074506","5812699,843699999153614",13.058842685000059,52.394758179000064,1
134150,134151,12230627732100332390,12,0,54,0,2023,6,7,3,3,5,3,0,0,1,1,0,0,0,0,"775700,941300000064075","5815688,117200000211596",13.055084046000047,52.42177019600007,1
134210,134211,12230624732103327080,12,0,54,0,2023,6,12,7,3,5,3,0,0,1,1,0,0,0,0,"773113,504200000315905","5815132,175400000065565",13.016675509000038,52.41808199500008,1
134276,134277,12230622732102314510,12,0,54,0,2023,6,19,5,3,5,3,0,0,1,1,0,0,0,0,"778555,832700000144541","5821331,368899999186397",13.101664069000037,52.47092882900006,1
134314,134315,12230621732109402450,12,0,54,0,2023,6,7,4,3,3,2,0,0,1,1,0,0,0,0,"774844,957999999634922","5812673,707800000905991",13.040053426000043,52.39516772300004,1
134383,134384,12230627732105337700,12,0,54,0,2023,6,16,3,3,5,3,0,0,1,1,0,0,0,0,"776902,205000000074506","5813727,530799999833107",13.07108228900006,52.40358185100007,1
134403,134404,12230618732100314170,12,0,54,0,2023,6,16,1,2,5,3,0,0,1,0,0,1,0,0,"775642,224999999627471","5816325,596799999475479",13.054748121000046,52.427516558000036,1
134452,134453,12230616732109301360,12,0,54,0,2023,6,11,6,3,5,2,0,1,1,1,0,0,0,0,"774842,756199999712408","5812671,672399999573827",13.040019479000023,52.39515057500006,1
134552,134553,12230612732105292780,12,0,54,0,2023,6,13,2,3,3,2,0,0,1,1,0,0,0,0,"775735,863900000229478","5814097,530500000342727",13.05428583500003,52.40748854100008,1
134554,134555,12230612732100302400,12,0,54,0,2023,6,18,2,3,3,2,0,0,1,0,0,0,0,0,"777851,895800000056624","5812692,623500000685453",13.084148047000042,52.39382024000008,1
134595,134596,12230610732103310480,12,0,54,0,2023,6,19,7,3,3,2,0,0,1,1,0,0,0,0,"773373,734000000171363","5815017,366100000217557",13.020398684000043,52.41692243300008,1
134656,134657,12230921732109528290,12,0,54,0,2023,9,16,5,3,3,6,0,0,1,0,0,0,0,0,"775227,302400000393391","5812841,079900000244379",13.045795949000023,52.39647670800008,1
134695,134696,12230607732108291680,12,0,54,0,2023,6,17,4,3,5,3,0,0,1,1,0,0,0,0,"773460,349299999885261","5811125,971699999645352",13.018492279000043,52.38198033600003,1
134721,134722,12230606732109289100,12,0,54,0,2023,6,16,3,3,5,2,0,0,1,0,0,1,0,0,"775705,461299999617040","5812761,936100000515580",13.052740611000047,52.39552646200008,1
245729,245730,12230224732107079530,12,0,54,0,2023,2,16,6,2,0,1,1,1,1,0,0,0,0,0,"773088,147099999710917","5812928,780600000172853",13.014506313000027,52.398334068000054,1
245737,245738,12230223732130077800,12,0,54,0,2023,2,17,5,3,4,6,0,0,1,0,0,0,0,1,"776504,617999999783933","5812507,537799999117851",13.064245880000044,52.39284222600003,1
245738,245739,12230223732109073640,12,0,54,0,2023,2,15,5,3,5,3,0,1,1,1,0,0,0,0,"775391,384800000116229","5812868,095699999481440",13.048223608000058,52.396636502000035,1
245748,245749,12230222732130075960,12,0,54,0,2023,2,11,4,3,5,3,0,0,1,1,0,0,0,0,"777003,363800000399351","5812505,403400000184774",13.07155493700003,52.39257109700003,1
245756,245757,12230221732129063020,12,0,54,0,2023,2,7,3,2,3,6,0,1,1,0,0,0,0,1,"778408,691300000064075","5810578,789999999105930",13.090554483000062,52.37458184800005,1
245782,245783,12230216732123063140,12,0,54,0,2023,2,18,5,3,3,6,2,0,1,1,0,0,0,0,"779229,364699999801815","5811882,098200000822544",13.103663999000048,52.38585156200003,1
245783,245784,12230216732123063130,12,0,54,0,2023,2,17,5,3,5,3,1,0,1,1,0,0,0,0,"779707,834400000050664","5811881,974600000306964",13.110676051000041,52.385606402000064,1
245792,245793,12230215732123063610,12,0,54,0,2023,2,15,4,3,5,3,0,0,1,1,0,0,0,0,"779707,016699999570847","5811878,938799999654293",13.11066153400003,52.38557959700006,1
245803,245804,12230213732122059120,12,0,54,0,2023,2,6,2,3,0,1,2,0,1,0,0,0,0,0,"778555,721400000154972","5812489,070299999788404",13.094295755000076,52.39163742300008,1
245809,245810,12230210732121055290,12,0,54,0,2023,2,14,6,3,5,3,0,0,1,1,0,0,0,0,"780486,682099999859929","5812294,325799999758601",13.122435163000034,52.38890583800003,1
245827,245828,12230207732111044960,12,0,54,0,2023,2,8,3,3,0,1,0,2,1,0,0,0,0,0,"776364,897599999792874","5813061,326500000432134",13.06265456500006,52.39787897300005,1
245828,245829,12230207732111044360,12,0,54,0,2023,2,8,3,3,0,1,0,2,1,0,0,0,0,0,"776300,224499999545515","5812876,307499999180436",13.061553853000078,52.39625240100003,1
245835,245836,12230204732122042720,12,0,54,0,2023,2,9,7,3,0,1,0,2,1,0,0,0,0,0,"778168,123399999924004","5812277,542799999937415",13.088438911000026,52.389937520000046,1
245839,245840,12230203732124036050,12,0,54,0,2023,2,8,6,3,5,3,1,1,1,1,0,0,0,0,"781025,033900000154972","5811163,702299999073148",13.12937763900004,52.378491643000075,1
245853,245854,12230131732100033740,12,0,54,0,2023,1,15,3,3,5,3,0,1,1,0,0,0,0,1,"780969,653900000266731","5810418,485400000587106",13.127942010000027,52.37183765100008,1
245855,245856,12230206732104042640,12,0,54,0,2023,2,10,2,3,0,1,0,2,1,0,0,0,0,0,"775598,425800000317395","5815830,165400000289083",13.053697345000046,52.423095698000054,1
245877,245878,12230125732123026380,12,0,54,0,2023,1,18,4,3,2,2,2,1,1,1,0,0,0,0,"779195,941399999894202","5811745,009299999102950",13.103059999000038,52.384639277000076,1
245890,245891,12230123732126020990,12,0,54,0,2023,1,12,2,3,0,1,0,0,1,0,0,0,0,0,"781500,365699999965727","5810221,377800000831485",13.135551728000053,52.36979792500006,1
245956,245957,12230112732111997480,12,0,54,0,2023,1,7,5,3,5,3,1,1,1,0,0,0,0,1,"776126,552600000053644","5813275,646999999880791",13.059337027000026,52.39992117500003,1
245977,245978,12230109732122993300,12,0,54,0,2023,1,7,2,3,0,1,1,1,1,0,0,0,0,0,"778453,849100000225008","5812497,180199999362230",13.092809290000048,52.39176194100003,1
245978,245979,12230109732108995200,12,0,54,0,2023,1,10,2,3,5,2,0,1,1,1,0,0,0,0,"773122,587799999862909","5812417,705800000578165",13.014594628000054,52.39373343700004,1
246007,246008,12230105732113982060,12,0,54,0,2023,1,7,5,3,5,2,1,1,1,1,0,0,0,0,"778870,858000000007451","5809165,322799999266863",13.096151552000038,52.36167177800007,1
246105,246106,12230204732100039020,12,0,54,0,2023,2,9,7,3,0,1,0,2,1,0,0,0,0,0,"781117,038499999791384","5809826,074500000104308",13.129604981000057,52.36644992600003,1
246408,246409,12230207732125038100,12,0,54,0,2023,2,12,3,3,0,1,0,2,1,0,0,0,0,0,"781923,198699999600649","5810678,015200000256300",13.14212969600004,52.37367526400004,1
246484,246485,12230112732124990540,12,0,54,0,2023,1,15,5,3,5,2,0,1,1,1,0,0,0,0,"781102,640300000086427","5811451,228700000792742",13.130755772000043,52.38103009300005,1
246604,246605,12230101732112982090,12,0,54,0,2023,1,12,1,3,4,6,0,0,1,0,0,0,0,0,"775161,334099999628961","5811229,539400000125170",13.043505851000077,52.382057633000045,1
246747,246748,12230126732113023350,12,0,54,0,2023,1,2,5,3,1,5,2,1,1,1,0,0,0,0,"778759,918100000359118","5809241,492499999701977",13.094589791000033,52.36241123100007,1
246805,246806,12230124732105023910,12,0,54,0,2023,1,11,3,3,6,4,0,0,1,0,1,0,0,0,"776007,237800000235438","5813794,472899999469519",13.058015320000038,52.404634043000044,1
247044,247045,12230626732104330170,12,0,54,0,2023,6,8,2,3,3,6,0,0,1,0,0,0,0,0,"775345,066700000315905","5814604,060799999162555",13.048971945000062,52.41222772800006,1
247045,247046,12230626732100323500,12,0,54,0,2023,6,17,2,3,0,1,0,1,1,0,0,0,0,0,"778256,834800000302494","5810369,040999999269843",13.088155507000067,52.372778038000035,1
247057,247058,12230624732109326980,12,0,54,0,2023,6,2,7,3,0,1,2,1,1,0,0,0,0,0,"774799,400999999605119","5812304,011800000444055",13.039082393000058,52.391875148000054,1
247066,247067,12230623732105324640,12,0,54,0,2023,6,11,6,3,1,5,0,1,1,1,0,0,0,0,"775818,332299999892712","5814058,196599999442697",13.055462711000075,52.407094260000065,1
247079,247080,12230622732121340730,12,0,54,0,2023,6,20,5,3,4,6,0,0,1,1,0,0,0,0,"778574,919599999673665","5813164,820399999618530",13.095138963000068,52.39768736900004,1
247080,247081,12230622732112340690,12,0,54,0,2023,6,21,5,3,4,6,2,1,1,1,0,0,0,0,"778117,859699999913573","5810545,420399999246001",13.086265536000042,52.37443025200008,1
247092,247093,12230621732110308210,12,0,54,0,2023,6,23,4,3,3,6,2,0,1,0,0,0,0,0,"775950,648799999617040","5813235,982699999585748",13.056725426000071,52.39965414200003,1
247093,247094,12230621732103320820,12,0,54,0,2023,6,7,4,3,3,6,0,1,1,0,0,0,1,0,"772218,088200000114739","5816359,952600000426173",13.004540813000062,52.42953926300004,1
247102,247103,12230620732105318280,12,0,54,0,2023,6,12,3,3,0,7,0,1,1,0,0,0,0,0,"776298,755199999548495","5814839,464999999850988",13.063152124000055,52.41385820700003,1
247103,247104,12230620732100315950,12,0,54,0,2023,6,11,3,3,0,1,0,1,1,0,0,0,0,0,"781921,821899999864399","5811450,518899999558926",13.142758813000057,52.380602913000075,1
247108,247109,12230619732113316070,12,0,54,0,2023,6,8,2,3,5,3,0,0,1,1,0,0,0,0,"778305,174599999561906","5809812,266899999231100",13.088401969000074,52.367760632000056,1
247124,247125,12230617732110311760,12,0,54,0,2023,6,19,7,3,5,3,0,0,1,1,0,0,0,0,"776007,164599999785423","5813472,627299999818206",13.057749000000058,52.40174783900005,1
247125,247126,12230617732109309920,12,0,54,0,2023,6,13,7,3,0,1,0,0,1,0,0,0,0,0,"775480,531600000336766","5813111,740599999204278",13.049730856000053,52.39877664800008,1
247135,247136,12230616732110311340,12,0,54,0,2023,6,18,6,3,0,7,0,0,1,0,0,0,0,0,"776007,755699999630451","5813607,793199999257922",13.057869057000062,52.40295967900005,1
247136,247137,12230616732110309090,12,0,54,0,2023,6,9,6,3,1,5,0,1,1,1,0,0,0,0,"775811,633200000040233","5814059,740299999713898",13.055365751000068,52.40711147900004,1
247137,247138,12230616732100340590,12,0,54,0,2023,6,15,6,3,5,7,0,0,1,1,0,0,0,0,"778201,791299999691546","5809982,619100000709295",13.087028647000068,52.36934073700007,1
247149,247150,12230615732125308900,12,0,54,0,2023,6,12,5,3,5,3,0,0,1,1,0,0,0,0,"781028,645299999974668","5811162,611099999397993",13.129429641000058,52.378480006000075,1
247162,247163,12230614732123293320,12,0,54,0,2023,6,17,4,3,4,2,0,0,1,1,0,0,0,0,"779397,058899999596179","5811963,261600000783801",13.106189276000066,52.386493888000075,1
247180,247181,12230613732124340550,12,0,54,0,2023,6,22,3,3,5,2,2,0,1,1,0,0,0,0,"780569,879399999976158","5811253,236999999731779",13.122783310000045,52.37952771100004,1
247181,247182,12230613732123304100,12,0,54,0,2023,6,15,3,3,5,3,0,0,1,1,0,0,0,0,"779472,212799999862909","5811048,849300000816584",13.106528578000052,52.378255780000075,1
247195,247196,12230612732105310490,12,0,54,0,2023,6,10,2,3,0,1,0,0,1,0,0,0,0,0,"776006,443699999712408","5814297,527899999171495",13.058418356000061,52.40914572600008,1
247196,247197,12230612732105298810,12,0,54,0,2023,6,11,2,3,8,1,0,0,1,0,0,0,0,0,"776086,871600000187755","5814032,896199999377131",13.059379533000026,52.40673201700008,1
247245,247246,12230608732121340390,12,0,54,0,2023,6,13,5,3,0,6,0,0,1,0,0,0,0,1,"779675,940600000321865","5812771,551899999380112",13.11095092000005,52.39359971200008,1
247246,247247,12230608732104340310,12,0,54,0,2023,6,17,5,3,0,7,0,0,1,0,0,0,0,0,"774883,536899999715388","5813737,973899999633431",13.041492357000038,52.404692673000056,1
